SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Daily Range
HDFCBANK,EQ,1231.45,1237.8,1220.25,1226.3,1224.25,1226.05,5589134,6876000868.35,31-JAN-2020,169641,INE040A01034,17.550049
HDFCLIFE,EQ,603.1,604.45,597.3,599.2,600,600.45,1260667,757190269.55,31-JAN-2020,53041,INE795G01014,7.1500244
HDFCMFGETF,EQ,3643.15,3664,3643.15,3660.85,3664,3661.85,5192,18988448.3,31-JAN-2020,353,INF179K01CN1,20.850098
HDFCNIFETF,EQ,1271.56,1271.56,1257,1261.08,1263.58,1265.94,991,1251332.72,31-JAN-2020,68,INF179KB1KP3,14.560059
HDFCSENETF,EQ,4416,4416,4307,4315.24,4320.38,4402.49,135,584855.71,31-JAN-2020,34,INF179KB1KQ1,109.0
HDIL,BE,2.6,2.7,2.55,2.55,2.6,2.65,674162,1725059.2,31-JAN-2020,637,INE191I01012,0.1500001
HEG,EQ,1072,1086.9,1055.2,1073.15,1075,1066.55,168582,180453359.05,31-JAN-2020,13545,INE545A01016,31.700073
HEIDELBERG,EQ,201.7,202.35,197.3,200.25,200.8,200.2,255470,50980798.5,31-JAN-2020,6919,INE578A01017,5.050003
HERCULES,EQ,96.45,97.7,94.1,94.95,94.5,96.1,10494,1000174.05,31-JAN-2020,376,INE688E01024,3.5999985
HERITGFOOD,EQ,365,371.85,351.5,370,370.7,365.15,26037,9398046.85,31-JAN-2020,1808,INE978A01027,20.350006
HEROMOTOCO,EQ,2508,2521.9,2492.05,2501.85,2499,2482.3,574957,1443003333.25,31-JAN-2020,32535,INE158A01026,29.849854
HESTERBIO,EQ,1600.2,1606.45,1580.05,1595.15,1595.1,1609.65,2332,3715952.7,31-JAN-2020,262,INE782E01017,26.399902
HEXATRADEX,BE,12.4,13.25,12.4,12.5,12.5,13,28026,364491.45,31-JAN-2020,48,INE750M01017,0.8500004
HEXAWARE,EQ,362,367,358,364.1,365.05,363.1,323817,117023822.45,31-JAN-2020,6704,INE093A01033,9.0
HFCL,EQ,17,17.15,16.9,16.95,16.95,17,1018579,17330924.5,31-JAN-2020,2223,INE548A01028,0.25
HGINFRA,EQ,255,268,255,267.45,267.05,253.35,26706,7052798.4,31-JAN-2020,1222,INE926X01010,13.0
HGS,EQ,661,678.95,661,675.4,675,675,6169,4165161.05,31-JAN-2020,177,INE170I01016,17.950012
HHOF1140RG,MF,8.68,8.78,8.62,8.72,8.72,8.67,12400,107757,31-JAN-2020,7,INF179KB1W87,0.15999985
HIKAL,EQ,128,128.8,123.15,123.75,124,127.1,198832,24847927.95,31-JAN-2020,3065,INE475B01022,5.6500015
HIL,EQ,1467.3,1467.3,1379,1393.95,1399.9,1443.1,7430,10511723.35,31-JAN-2020,821,INE557A01011,88.30005
HILTON,BE,13,13.5,13,13.3,13.25,13.1,14843,198312.75,31-JAN-2020,39,INE788H01017,0.5
HIMATSEIDE,EQ,127.5,128.95,125,126.35,127.65,126.55,49201,6249164.8,31-JAN-2020,1151,INE049A01027,3.949997
HINDALCO,EQ,194.8,195.15,188.25,189.35,189.4,193.45,6008376,1149798787.85,31-JAN-2020,41427,INE038A01020,6.899994
HINDCOMPOS,EQ,213,217,205,209.95,209.9,212.8,2003,424855.8,31-JAN-2020,155,INE310C01029,12.0
HINDCOPPER,EQ,43.65,43.9,42.3,42.45,42.6,43.4,524534,22475085.25,31-JAN-2020,2297,INE531E01026,1.6000023
HINDMOTORS,EQ,5.65,5.65,5.55,5.65,5.65,5.6,28526,159944.45,31-JAN-2020,118,INE253A01025,0.099999905
HINDNATGLS,BE,37,37,36.85,36.85,36.85,37.5,247,9109.75,31-JAN-2020,4,INE952A01022,0.15000153
HINDOILEXP,EQ,104.5,105,102.5,103.15,103,104.5,99921,10384835.55,31-JAN-2020,2201,INE345A01011,2.5
HINDPETRO,EQ,242,242.15,231.35,232.45,232.55,240.1,4595587,1082685901.85,31-JAN-2020,38460,INE094A01015,10.799988
HINDSYNTEX,BE,1.7,1.7,1.7,1.7,1.7,1.7,191,324.7,31-JAN-2020,2,INE155B01012,0.0
HINDUNILVR,EQ,2064,2068.25,2020.05,2034.25,2038.9,2058.1,1930834,3938348453.7,31-JAN-2020,79082,INE030A01027,48.19995
HINDZINC,EQ,195.15,196.7,193.65,194.1,193.9,194.7,724986,141456515.15,31-JAN-2020,9852,INE267A01025,3.050003
HIRECT,EQ,256,259.7,249.7,254.75,255,252.75,21991,5595384.4,31-JAN-2020,936,INE835D01023,10.000015
HISARMETAL,EQ,61.95,63.95,60.05,61.6,60.35,61.3,12197,750086.95,31-JAN-2020,229,INE598C01011,3.9000015
HITECH,EQ,188,194.4,186.4,189.4,191,187.75,5392,1017909.4,31-JAN-2020,130,INE106T01017,8.0
HITECHCORP,EQ,87.5,89,85.6,87.75,87,87.5,3184,279596.4,31-JAN-2020,42,INE120D01012,3.4000015
HITECHGEAR,EQ,189.9,189.9,183,183.05,184,183.35,1546,285371.3,31-JAN-2020,95,INE127B01011,6.899994
HLVLTD,EQ,5.65,5.8,5.55,5.65,5.7,5.65,174968,983217.7,31-JAN-2020,170,INE102A01024,0.25
HMT,BZ,13.25,13.9,13.15,13.75,13.75,13.8,377,4976.8,31-JAN-2020,10,INE262A01018,0.75
HMVL,EQ,75,76.4,74.1,74.4,75,75,6223,464167.75,31-JAN-2020,80,INE871K01015,2.300003
HNDFDS,EQ,641,656,608.55,622,622,640.45,6067,3776788.2,31-JAN-2020,658,INE254N01018,47.450012
HNGSNGBEES,EQ,370.55,374.7,345,355.19,350.01,365.69,1060,376547.31,31-JAN-2020,106,INF204KB19I1,29.700012
HONAUT,EQ,28085,28150,27644.25,28002.25,27725.1,27893.55,586,16380499,31-JAN-2020,277,INE671A01010,505.75
HONDAPOWER,EQ,1186,1217.9,1180.05,1198.75,1199.5,1189.5,2342,2803461.1,31-JAN-2020,255,INE634A01018,37.849976
HOVS,EQ,45.65,47.05,44.15,45.65,46.7,46.2,7082,318181.4,31-JAN-2020,108,INE596H01014,2.8999977
HPIL,ST,41.6,41.6,41.4,41.4,41.4,41.9,9000,373500,31-JAN-2020,3,INE05X901010,0.19999695
HPL,EQ,43.3,44.4,42.05,42.3,42.5,43.1,55082,2363846.7,31-JAN-2020,1220,INE495S01016,2.3500023
HSCL,EQ,68.25,68.45,65.2,65.8,66.15,67.85,502639,33318031.65,31-JAN-2020,3800,INE019C01026,3.25
HSIL,EQ,54.55,54.55,53,53.3,53.05,53.6,89683,4805421.3,31-JAN-2020,1227,INE415A01038,1.5499992
HTMEDIA,EQ,16,16,15.4,15.7,15.4,15.9,71528,1130457.05,31-JAN-2020,297,INE501G01024,0.6000004
HUBTOWN,BE,13.45,13.55,13.2,13.3,13.4,13.3,29645,393814.25,31-JAN-2020,61,INE703H01016,0.35000038
HUDCO,EQ,42.5,42.6,41.2,41.3,41.4,42.2,1006963,41988123.95,31-JAN-2020,4336,INE031A01017,1.3999977
HUDCO,N2,1222.05,1229.4,1220.05,1224.41,1229.4,1222.06,1702,2078493.45,31-JAN-2020,33,INE031A07840,9.349976
HUDCO,N3,1118,1118,1118,1118,1118,1124.9,450,503100,31-JAN-2020,3,INE031A07832,0.0
HUDCO,N5,1124.99,1124.99,1122,1124.89,1122,1124.99,616,692946,31-JAN-2020,4,INE031A07865,2.9899902
HUDCO,NB,1225,1230,1191,1220.2,1230,1220,450,550050,31-JAN-2020,6,INE031A07915,39.0
HUDCO,NE,1327.88,1327.88,1310,1315,1315,1305.56,418,549713.88,31-JAN-2020,8,INE031A07AB2,17.880005
IBMFNIFTY,EQ,116,119.15,116,118.95,118.95,114.68,80,9449.1,31-JAN-2020,9,INF666M01FS5,3.1500015
IBREALEST,EQ,103.5,106.85,103.5,106.5,104.65,101.8,6547467,695676966.45,31-JAN-2020,14295,INE069I01010,3.3499985
IBUCCREDIT,N7,840.6,840.6,840.6,840.6,840.6,840.6,1,840.6,31-JAN-2020,1,INE244L07127,0.0
IBUCCREDIT,N9,795.8,795.8,795.8,795.8,795.8,792.6,20,15916,31-JAN-2020,1,INE244L07143,0.0
IBUCCREDIT,NB,800,830.9,800,830,830,800,505,418385,31-JAN-2020,15,INE244L07168,30.900024
IBULHSGFIN,EQ,311.9,314,304.5,306.4,307,307.95,16975776,5228083045.7,31-JAN-2020,134580,INE148I01020,9.5
IBULHSGFIN,N8,825,879.8,825,879.8,879.8,799,100,85240,31-JAN-2020,3,INE148I07GJ7,54.799988
IBULHSGFIN,NA,798,798,798,798,798,725.1,1,798,31-JAN-2020,1,INE148I07GL3,0.0
IBULHSGFIN,NB,940,940,925,925,925,925,20,18725,31-JAN-2020,2,INE148I07GN9,15.0
IBULISL,EQ,118.05,123.95,116.7,121.55,119,118.05,353353,42848442.3,31-JAN-2020,2283,INE126M01010,7.25
IBVENTURES,E3,73,73,70.55,71.8,71.85,72.25,28302,2037957,31-JAN-2020,246,IN9274G01034,2.449997
IBVENTURES,EQ,179.45,181.35,173.5,176.45,176.3,177.75,3876523,690083462.45,31-JAN-2020,11836,INE274G01010,7.850006
ICEMAKE,SM,52,52,52,52,52,52.4,2000,104000,31-JAN-2020,1,INE520Y01019,0.0
ICFL,N1,970,970,965,965,965,955,40,38750,31-JAN-2020,2,INE614X07027,5.0
ICFL,N3,924,949,921.1,944.97,945,927,590,552979.5,31-JAN-2020,12,INE614X07043,27.900024
ICFL,N8,782,782,782,782,782,930,50,39100,31-JAN-2020,1,INE614X07092,0.0
ICFL,NC,900,900,900,900,900,901,1,900,31-JAN-2020,1,INE614X07159,0.0
ICFL,NI,990,990,990,990,990,995,6,5940,31-JAN-2020,1,INE614X07217,0.0
ICICI500,EQ,160.9,160.96,159.99,160.02,160,160.91,790,126726.69,31-JAN-2020,30,INF109KC1CZ3,0.9700012
ICICIB22,EQ,34.14,34.14,33.38,33.47,33.49,33.76,955926,32071001.26,31-JAN-2020,3925,INF109KB15Y7,0.7599983
ICICIBANK,EQ,530,532.75,522.4,525.65,525.8,532.2,16292578,8593521409.75,31-JAN-2020,151745,INE090A01021,10.349976
ICICIBANKN,EQ,310.54,311.7,308.2,310.33,310.31,307.27,1704718,530636180.03,31-JAN-2020,344,INF109KC1E27,3.5
ICICIBANKP,EQ,171.57,171.57,169.27,170.48,170.31,169.52,702,119649.82,31-JAN-2020,20,INF109KC1E35,2.300003
ICICIGI,EQ,1320.25,1340,1316,1318.4,1321.8,1327.95,201621,266939076.45,31-JAN-2020,21361,INE765G01017,24.0
ICICIGOLD,EQ,36.5,37.3,36.11,36.64,36.62,36.64,34416,1259513.96,31-JAN-2020,8107,INF109KC1NT3,1.1899986
ICICILIQ,EQ,999.95,1000,999.95,999.99,1000,999.99,17527,17526992.73,31-JAN-2020,38,INF109KC1KT9,0.049987793
ICICILOVOL,EQ,96.2,96.2,91.5,91.99,92.09,95.22,10246,947142.33,31-JAN-2020,296,INF109KB10T8,4.699997
ICICIM150,EQ,69,69,66.43,66.91,66.92,67.08,19210,1278374.78,31-JAN-2020,30,INF109KC1G82,2.5699997
ICICIMCAP,EQ,68.76,68.76,67.64,67.72,67.66,68.52,11373,777878.08,31-JAN-2020,101,INF109KB1XT3,1.1200027
ICICINF100,EQ,130,130.74,129.5,129.94,129.84,130.39,1712,222606.8,31-JAN-2020,68,INF109KA1962,1.2400055
ICICINIFTY,EQ,126.65,127.8,126.05,126.24,126.47,126.81,94589,11996163.14,31-JAN-2020,5016,INF109K012R6,1.75
ICICINV20,EQ,58,58.4,56.2,56.41,56.61,57.43,5912,334890.65,31-JAN-2020,394,INF109KB1WY5,2.2000008
ICICINXT50,EQ,28.83,28.92,28.5,28.65,28.64,28.83,11974,344048.62,31-JAN-2020,274,INF109KC1NS5,0.42000008
ICICIPRULI,EQ,525.15,526.85,508.85,510.95,512,521.7,1053162,541681610.25,31-JAN-2020,28560,INE726G01019,17.99997
ICICISENSX,EQ,440,445,434,435.11,435,436.29,752,328834.65,31-JAN-2020,59,INF346A01034,11.0
ICIL,EQ,53.95,54.5,52.95,53.25,53,53.6,161484,8620670.95,31-JAN-2020,1165,INE483B01026,1.5499992
ICRA,EQ,2920.05,2944.75,2899.85,2900.2,2942,2901.7,8443,24490474.45,31-JAN-2020,557,INE725G01011,44.899902
IDBI,EQ,34.35,34.4,33.6,33.8,33.7,34.05,652812,22192956.45,31-JAN-2020,2085,INE008A01015,0.80000305
IDBIGOLD,EQ,3731,3740,3722,3740,3740,3737.2,10,37363,31-JAN-2020,8,INF397L01554,18.0
IDEA,EQ,5.3,5.45,5.1,5.3,5.3,5.2,163363094,866997868.9,31-JAN-2020,151988,INE669E01016,0.3499999
IDFC,EQ,34.45,35.15,33.85,34.7,35,33.95,3185615,109383185.95,31-JAN-2020,9274,INE043D01016,1.300003
IDFCFIRSTB,EQ,41,41.4,40.2,40.7,40.7,40.75,20967183,854741902.8,31-JAN-2020,34574,INE092T01019,1.2000008
IDFCFIRSTB,N1,4952.95,5000,4952.95,5000,5000,4964,12,59714.85,31-JAN-2020,4,INE092T08CC6,47.049805
IDFCFIRSTB,N5,4950,5099,4950,5099,5099,4917.33,67,334970.85,31-JAN-2020,20,INE092T08CG7,149.0
IDFCFIRSTB,N6,9633.01,9633.02,9633.01,9633.02,9633.02,9675,8,77064.11,31-JAN-2020,5,INE092T08CH5,0.009765625
IDFCFIRSTB,N8,9800,9800,9800,9800,9800,9795,4,39200,31-JAN-2020,1,INE092T08CJ1,0.0
IDFCFIRSTB,N9,4970.01,4980,4970,4980,4980,4997,16,79600.04,31-JAN-2020,4,INE092T08CK9,10.0
IDFCFIRSTB,NB,5220,5220,5220,5220,5220,5220,13,67860,31-JAN-2020,4,INE092T08CM5,0.0
IDFCFIRSTB,NC,9325.01,9325.01,9315.01,9325,9325,9350,24,223724.08,31-JAN-2020,6,INE092T08CN3,10.0
IDFNIFTYET,EQ,125,129,119.05,127,127,129,180,22501.84,31-JAN-2020,20,INF194KA1U07,9.949997
IEX,EQ,159.5,170,155.15,164.75,168,161.15,292260,47182671.1,31-JAN-2020,6926,INE022Q01020,14.850006
IFBAGRO,EQ,411.95,422.05,405.5,406.3,406.05,406.55,4415,1806891.55,31-JAN-2020,315,INE076C01018,16.549988
IFBIND,EQ,617.95,628.25,595,598.35,599.5,611.05,21785,13106388.95,31-JAN-2020,1628,INE559A01017,33.25
IFCI,EQ,6.45,6.45,6.3,6.35,6.4,6.4,982152,6244248.25,31-JAN-2020,8092,INE039A01010,0.14999962
IFCI,NH,978.2,982,975,982,982,979.22,234,228437.75,31-JAN-2020,8,INE039A07801,7.0
IFCI,NL,948,955,943.95,946.89,946.99,948.04,231,218985.31,31-JAN-2020,14,INE039A07843,11.049988
IFCI,NM,1429,1429,1429,1429,1429,1475,70,100030,31-JAN-2020,6,INE039A07850,0.0
IFGLEXPOR,EQ,151,160.75,150.05,156.75,157,153,1782,275423.85,31-JAN-2020,375,INE133Y01011,10.699997
IGARASHI,EQ,314.7,315,298.9,304.1,300.9,312.45,82655,25427095.9,31-JAN-2020,3541,INE188B01013,16.100006
IGL,EQ,516.4,520.1,504.35,507.5,507,517.55,2183118,1119081985.75,31-JAN-2020,30735,INE203G01027,15.7499695
IGPL,EQ,164.95,170,162.5,166.1,166.8,163.1,41780,7010481.9,31-JAN-2020,1093,INE204A01010,7.5
IIFCL,N4,1286.5,1286.5,1286.1,1286.1,1286.1,1294.61,210,270085,31-JAN-2020,4,INE787H07370,0.4000244
IIFL,EQ,172,173,164.7,167.65,168.5,169.9,147659,24933056.1,31-JAN-2020,2361,INE530B01024,8.300003
IIFLFIN,ND,990,992,990,990.75,992,984.85,80,79260,31-JAN-2020,2,INE866I07BZ1,2.0
IIFLFIN,NE,1010,1090,1010,1061.63,1049.9,1054.51,520,536559.4,31-JAN-2020,16,INE866I07CB0,80.0
IIFLFIN,NF,992.8,994,992.8,992.8,992.8,994.6,539,535489.2,31-JAN-2020,8,INE866I07CD6,1.2000122
IIFLFIN,NH,948,955,948,955,955,918.71,155,147329.5,31-JAN-2020,6,INE866I08279,7.0
IIFLFIN,NJ,1021.01,1041,1020,1039.47,1041,1039.65,567,588430,31-JAN-2020,16,INE866I07CJ3,21.0
IIFLFIN,NK,996.8,996.8,996.8,996.8,996.8,996.5,10,9968,31-JAN-2020,1,INE866I07CK1,0.0
IIFLSEC,EQ,51.7,53.8,51.15,53,53.75,51.7,421670,22173746.85,31-JAN-2020,2258,INE489L01022,2.6499977
IIFLWAM,EQ,1329,1349.4,1312,1338.95,1330,1304.45,30480,40718591.2,31-JAN-2020,804,INE466L01020,37.400024
IIHFL,N2,1011,1011.9,1010.9,1010.9,1010.9,1010.7,1305,1319265.8,31-JAN-2020,24,INE477L08014,1.0
IITL,EQ,66.5,67.1,66.5,67.1,67.1,63.95,1149,76784.4,31-JAN-2020,12,INE886A01014,0.5999985
IL&FSENGG,BZ,1.85,1.95,1.85,1.85,1.85,1.9,18265,35229.5,31-JAN-2020,23,INE369I01014,0.100000024
IL&FSTRANS,BZ,1.75,1.85,1.75,1.75,1.75,1.8,17621,31703,31-JAN-2020,31,INE975G01012,0.100000024
IMFA,EQ,214.05,218.95,210.1,213.1,212.35,212.3,9359,2001614.35,31-JAN-2020,514,INE919H01018,8.849991
IMPAL,EQ,575,579,571.05,571.9,571.05,572.4,287,164568.65,31-JAN-2020,52,INE547E01014,7.950012
IMPEXFERRO,BE,0.35,0.4,0.35,0.4,0.4,0.35,12808,5033.05,31-JAN-2020,8,INE691G01015,0.050000012
INDBANK,EQ,8.5,8.9,8.1,8.25,8.25,8.35,24214,201766.5,31-JAN-2020,163,INE841B01017,0.79999924
INDHOTEL,EQ,142.95,143,138.25,142.3,142.75,140.7,718940,101409555.6,31-JAN-2020,9694,INE053A01029,4.75
INDIACEM,EQ,83.9,84.15,81.5,81.95,81.8,83.35,1457901,120343381.9,31-JAN-2020,6617,INE383A01012,2.6500015
INDIAGLYCO,EQ,283,288.15,272.6,275.25,275,282.15,105431,29559838.2,31-JAN-2020,3057,INE560A01015,15.549988
INDIAMART,EQ,2349,2378,2305,2334.55,2318.65,2319.1,47390,111230149.4,31-JAN-2020,5960,INE933S01016,73.0
INDIANB,EQ,103.35,104,99.45,103.45,103.8,102.9,1406266,143870577.45,31-JAN-2020,12311,INE562A01011,4.550003
INDIANCARD,EQ,127,127,119.05,121,121,124.55,34,4134.95,31-JAN-2020,9,INE061A01014,7.949997
INDIANHUME,EQ,244.9,271.8,244.9,256.15,257.5,241.35,1218319,320091605.85,31-JAN-2020,27668,INE323C01030,26.899994
INDIGO,EQ,1417,1426.95,1371,1378.25,1385,1419.2,1809304,2516764511.15,31-JAN-2020,65450,INE646L01027,55.94995
INDIGRID,IV,94.75,94.75,94.41,94.5,94.5,94.55,134379,12700346.4,31-JAN-2020,76,INE219X23014,0.33999634
INDLMETER,BE,23.8,23.8,21.8,22.5,22.5,22.75,533,11659.1,31-JAN-2020,4,INE065B01013,2.0
INDNIPPON,EQ,381,385,368.15,371.85,372,379.65,17261,6506522.35,31-JAN-2020,876,INE092B01025,16.850006
INDOCO,EQ,226.75,229.45,217.2,221.5,224.9,225.9,79485,17674119.9,31-JAN-2020,2077,INE873D01024,12.25
INDORAMA,EQ,23.8,24.1,23.55,23.7,23.65,23.7,6385,151790.15,31-JAN-2020,103,INE156A01020,0.55000114
INDOSOLAR,BZ,0.8,0.8,0.7,0.75,0.75,0.75,125249,91399.95,31-JAN-2020,68,INE866K01015,0.100000024
INDOSTAR,EQ,271.6,287,270.05,281.55,277.5,272.05,230434,64154229.7,31-JAN-2020,4500,INE896L01010,16.950012
INDOTECH,BE,114.75,115,113.05,113.15,113.15,114.8,5665,647549.6,31-JAN-2020,24,INE332H01014,1.949997
INDOTHAI,EQ,23.35,24.5,23.35,23.75,24,23.9,2512,60348.4,31-JAN-2020,143,INE337M01013,1.1499996
INDOWIND,BE,2.95,3.1,2.9,3.05,3.1,3,23937,71685.9,31-JAN-2020,49,INE227G01018,0.19999981
INDRAMEDCO,EQ,46.9,47.4,46.35,46.65,46.7,46.6,100961,4715853.3,31-JAN-2020,678,INE681B01017,1.050003
INDSWFTLAB,EQ,23.6,23.85,23.5,23.55,23.5,23.75,2482,58479.75,31-JAN-2020,28,INE915B01019,0.35000038
INDSWFTLTD,EQ,3.2,3.45,3.15,3.45,3.45,3.3,6987,23105.8,31-JAN-2020,13,INE788B01028,0.29999995
INDTERRAIN,EQ,68.55,69.9,67.3,68.8,69.45,68.15,7019,479568.4,31-JAN-2020,93,INE611L01021,2.5999985
INDUSINDBK,EQ,1245,1271.6,1242.1,1258.85,1255,1231.5,8391172,10569672004.45,31-JAN-2020,173224,INE095A01012,29.5
INEOSSTYRO,EQ,787.7,799,781.95,796.75,799,798.25,6245,4964661.25,31-JAN-2020,529,INE189B01011,17.049988
INFIBEAM,EQ,57.15,58.3,56.1,57.85,57.6,57.3,1212166,69484417.45,31-JAN-2020,3025,INE483S01020,2.2000008
INFOBEAN,EQ,88.8,91.5,84.85,85.4,86,86.45,39919,3526921.4,31-JAN-2020,421,INE344S01016,6.6500015
INFRABEES,EQ,339.18,339.18,334.22,337.55,337.55,340.22,230,77667.07,31-JAN-2020,21,INF732E01268,4.9599915
INFRATEL,EQ,247,253.8,243.7,248.3,248.1,246.15,5811965,1445469919.25,31-JAN-2020,45760,INE121J01017,10.100006
INFY,EQ,780.55,784.95,771.6,775.95,777.7,780.7,6092028,4732547586.75,31-JAN-2020,72176,INE009A01021,13.350037
INGERRAND,EQ,659.95,669.45,654.05,668.3,666,658.95,16130,10737874.1,31-JAN-2020,1268,INE177A01018,15.400024
INNOVANA,SM,106.9,108.15,103,108.15,108.15,103,23000,2383150,31-JAN-2020,4,INE403Y01018,5.1500015
INNOVATIVE,SM,10.85,10.85,10.85,10.85,10.85,11,3000,32550,31-JAN-2020,1,INE070Y01015,0.0
INOXLEISUR,EQ,409,414.85,404.05,407.6,405.95,406.1,98076,40148547.55,31-JAN-2020,3071,INE312H01016,10.800018
INOXWIND,EQ,40.95,43.35,40,41.3,41.15,40.1,573721,23924304.25,31-JAN-2020,2929,INE066P01011,3.3499985
INSECTICID,EQ,561.15,574,550.15,553.15,555,560.1,8504,4764928.15,31-JAN-2020,639,INE070I01018,23.849976
INSPIRISYS,EQ,39.35,39.35,36.25,37.2,37.25,37.55,4783,178317.5,31-JAN-2020,96,INE020G01017,3.0999985
INTEGRA,BE,0.5,0.5,0.5,0.5,0.5,0.55,325,162.5,31-JAN-2020,4,INE418N01027,0.0
INTELLECT,EQ,171.25,171.6,168.25,170.2,170,170.9,137071,23317005.1,31-JAN-2020,1473,INE306R01017,3.350006
INTENTECH,EQ,26.05,27.3,26,26.05,26.65,26.15,11207,293841.4,31-JAN-2020,128,INE781A01025,1.2999992
INVENTURE,EQ,13.6,14.1,13.6,13.8,13.95,13.8,21801,305445,31-JAN-2020,30,INE878H01016,0.5
IOB,EQ,10.35,10.4,10.15,10.2,10.2,10.25,1129912,11567911.65,31-JAN-2020,1299,INE565A01014,0.25
IOC,EQ,118.55,118.55,112.6,113.45,113.45,117.15,36742641,4183931050.85,31-JAN-2020,155640,INE242A01010,5.9500046
IOLCP,EQ,181.4,185.9,176,177.8,177,180.3,401499,72176406.85,31-JAN-2020,6932,INE485C01011,9.899994
IPCALAB,EQ,1281,1292.8,1244.65,1256.45,1254.3,1274.5,82039,103551025.7,31-JAN-2020,9450,INE571A01020,48.150024
IRB,EQ,110.95,111.4,103.5,106.55,103.75,110.4,2386919,257604418.1,31-JAN-2020,9366,INE821I01014,7.9000015
IRBINVIT,IV,52.95,52.95,52.4,52.77,52.85,53,5140000,269485650,31-JAN-2020,45,INE183W23014,0.54999924
IRCON,EQ,481.5,484.8,465.25,473,473,479.9,252289,119521290.95,31-JAN-2020,7680,INE962Y01013,19.549988
IRCTC,EQ,1152.1,1235,1146.05,1210.3,1232.35,1137.15,3326290,3937116748,31-JAN-2020,93674,INE335Y01012,88.94995
IREDA,N2,1226,1226,1226,1226,1226,1445,1,1226,31-JAN-2020,1,INE202E07120,0.0
IRFC,N1,1071,1076.5,1069.5,1069.64,1076.5,1069,316,338058.68,31-JAN-2020,9,INE053F07520,7.0
IRFC,N2,1155,1156,1153,1155.6,1156,1155,3538,4086140,31-JAN-2020,34,INE053F07538,3.0
IRFC,N9,1160.01,1160.01,1160.01,1160.01,1160.01,1161.03,5,5800.05,31-JAN-2020,1,INE053F07678,0.0
IRFC,NA,1275,1282,1275,1275,1275,1275,1050,1342250,31-JAN-2020,10,INE053F07686,7.0
IRFC,NE,1324.9,1324.9,1324.9,1324.9,1324.9,1320,30,39747,31-JAN-2020,2,INE053F07744,0.0
IRFC,NJ,1162,1163.8,1162,1163.5,1163.5,1155,6,6978.6,31-JAN-2020,4,INE053F07835,1.8000488
IRFC,NO,1164,1164.5,1160.5,1164.48,1160.5,1165,1004,1169139.95,31-JAN-2020,4,INE053F07900,4.0
ISEC,EQ,463.1,473.4,455.1,470.55,471.5,464.6,277062,129081214.25,31-JAN-2020,11726,INE763G01038,18.299988
ISFT,EQ,91,91.4,82.7,86.2,87.75,87.05,21156,1848903.9,31-JAN-2020,1332,INE566K01011,8.700005
ISMTLTD,EQ,4.25,4.45,4.25,4.45,4.45,4.25,10246,44983.35,31-JAN-2020,44,INE732F01019,0.19999981
ITC,EQ,235.75,238.4,234.05,235.15,235.2,234.05,18455880,4357677128.9,31-JAN-2020,119578,INE154A01025,4.349991
ITDC,EQ,292.05,298.25,289.3,290.8,291,290.6,66078,19392377.6,31-JAN-2020,3048,INE353K01014,8.950012
ITDCEM,EQ,59.95,62,58.5,61,60.5,59.15,199635,12175920.5,31-JAN-2020,2160,INE686A01026,3.5
ITI,EQ,86,86.95,83.6,85.45,85.6,86.45,970662,82775686.5,31-JAN-2020,7606,INE248A01017,3.3499985
IVC,EQ,3.4,3.4,3.25,3.35,3.4,3.4,67522,223756.25,31-JAN-2020,143,INE050B01023,0.1500001
IVP,EQ,53.7,54,51.25,51.5,51.3,52.65,14818,764218.45,31-JAN-2020,18,INE043C01018,2.75
IVZINGOLD,EQ,3700,3700,3700,3700,3700,3680,1,3700,31-JAN-2020,1,INF205K01361,0.0
IVZINNIFTY,EQ,1278,1303.9,1278,1303.9,1303.9,1275.45,20,25611.8,31-JAN-2020,2,INF205K01DA9,25.900024
IZMO,EQ,23.5,24.55,23.2,24.05,24.55,23.55,4163,100654.25,31-JAN-2020,135,INE848A01014,1.3499985
J&KBANK,EQ,27.75,27.8,27.1,27.3,27.4,27.35,625578,17103491.95,31-JAN-2020,2368,INE168A01041,0.69999886
JAGRAN,EQ,70,70.25,67.6,68.25,67.6,69.9,519668,36131341.75,31-JAN-2020,2459,INE199G01027,2.6500015
JAGSNPHARM,EQ,28.1,28.5,26.75,27.85,27.55,27.1,13321,367867.7,31-JAN-2020,189,INE048B01027,1.75
JAIBALAJI,EQ,27.9,29.9,27.5,28.25,28.25,27.9,4577,130306.3,31-JAN-2020,26,INE091G01018,2.3999996
JAICORPLTD,EQ,112.65,116,111.45,112.1,111.75,110.7,4644251,529949758.6,31-JAN-2020,34934,INE070D01027,4.550003
JAKHARIA,SM,180,180,180,180,180,181,800,144000,31-JAN-2020,1,INE00N401018,0.0
JALAN,SM,4.7,4.7,4.7,4.7,4.7,4.5,3000,14100,31-JAN-2020,1,INE349X01015,0.0
JAMNAAUTO,EQ,44.2,44.2,42,42.3,42.1,43.85,335652,14329074.8,31-JAN-2020,2158,INE039C01032,2.2000008
JASH,EQ,132.5,137.9,132.05,136.15,135.7,132,2563,342869.95,31-JAN-2020,178,INE039O01011,5.849991
