SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,Daily Range
KHFM,SM,31,31,31,31,31,32,6000,186000,29-Jan-20,2,INE00UG01014,0.0
KICL,EQ,1783,1783,1750,1756.5,1760,1784.55,581,1022538.7,29-Jan-20,181,INE029L01018,33.0
KILITCH,EQ,125.1,125.1,123,123.35,123,124.85,5886,728863.45,29-Jan-20,165,INE729D01010,2.0999985
KINGFA,EQ,680.7,684.2,662.45,664.2,664,680.7,1697,1133671.7,29-Jan-20,141,INE473D01015,21.75
KIOCL,EQ,122.8,126.95,119.35,122.9,122.7,119.4,33450,4124864.85,29-Jan-20,1212,INE880L01014,7.5999985
KIRIINDUS,EQ,388,392,385,386.65,386.3,385.4,59873,23245750.7,29-Jan-20,1854,INE415I01015,7.0
KIRLFER,EQ,72.65,75.2,72.3,74.7,74.95,73.9,34548,2544009.05,29-Jan-20,3432,INE884B01025,2.899994
KIRLOSBROS,EQ,151.55,151.6,146,146.9,147,147.65,7968,1181947.6,29-Jan-20,356,INE732A01036,5.600006
KIRLOSENG,EQ,152.5,156.35,150.65,151.55,150.75,152.4,40589,6210918,29-Jan-20,711,INE146L01010,5.700012
KIRLOSIND,EQ,678,690,662,666.45,663.05,670.8,1160,774621.5,29-Jan-20,297,INE250A01039,28.0
KITEX,EQ,125.35,127,122.2,122.85,122.4,125.35,94182,11707764.05,29-Jan-20,1126,INE602G01020,4.800003
KKCL,EQ,1012,1099,960,996.55,1000,1032.45,2488,2497485.2,29-Jan-20,128,INE401H01017,139.0
KMSUGAR,EQ,8.8,8.95,8.5,8.75,8.85,8.65,90508,794153.55,29-Jan-20,188,INE157H01023,0.4499998
KNRCON,EQ,291.75,302.5,291.6,297.7,298,291.8,187729,55930991.45,29-Jan-20,5748,INE634I01029,10.899994
KOHINOOR,BE,9.25,9.25,8.8,8.9,9.1,8.85,9923,89204.75,29-Jan-20,56,INE080B01012,0.4499998
KOKUYOCMLN,EQ,83.5,84.85,80.1,80.85,81.35,83.55,93562,7669699.2,29-Jan-20,871,INE760A01029,4.75
KOLTEPATIL,EQ,258.9,262.9,254.2,260.2,260.5,253,32344,8384141.1,29-Jan-20,1199,INE094I01018,8.699997
KOPRAN,EQ,35.75,36,34.5,34.75,34.55,35.4,82128,2900360.2,29-Jan-20,810,INE082A01010,1.5
KOTAKBANK,EQ,1633,1646.2,1623.05,1640.45,1639.55,1626.05,2227493,3647920414,29-Jan-20,62207,INE237A01028,23.149902
KOTAKBKETF,EQ,321,321,316.25,316.63,317.48,315.8,37727,11952183.42,29-Jan-20,275,INF174K01F59,4.75
KOTAKGOLD,EQ,355.45,359,354.5,357.6,359,358.95,7909,2815970.1,29-Jan-20,658,INF373I01049,4.5
KOTAKNIFTY,EQ,125.9,126.29,125.02,125.68,125.89,125.27,91743,11532432.4,29-Jan-20,280,INF174K014P6,1.2700043
KOTAKNV20,EQ,59,59.37,58.31,59.12,59.37,58.54,3860,227513.07,29-Jan-20,74,INF174K01Z71,1.0599976
KOTAKPSUBK,EQ,237,237,234.64,235.16,235.1,234.64,865,203913.37,29-Jan-20,51,INF373I01023,2.3600006
KOTARISUG,EQ,13.95,14.5,13.65,13.95,14.05,13.95,68312,964566.55,29-Jan-20,332,INE419A01022,0.8500004
KOTHARIPET,EQ,19,19.5,18.3,18.55,18.4,18.75,4930,92726.15,29-Jan-20,53,INE720A01015,1.2000008
KOTHARIPRO,EQ,79,81.4,75.8,78.9,79.8,80.1,28911,2280463.65,29-Jan-20,660,INE823A01017,5.5999985
KPITTECH,EQ,100,103.25,97,98.85,98.9,98.9,142643,14110062.25,29-Jan-20,2683,INE04I401011,6.25
KPRMILL,EQ,682.95,702.85,679.85,695.6,692.1,695.15,11653,8095729,29-Jan-20,674,INE930H01023,23.0
KRBL,EQ,294.6,294.7,271.45,275.25,274.75,297.2,729405,205742795.6,29-Jan-20,17735,INE001B01026,23.25
KREBSBIO,EQ,91,94.5,89.15,92.9,89.15,93.6,4584,423529.45,29-Jan-20,56,INE268B01013,5.3499985
KRIDHANINF,BE,2.35,2.45,2.25,2.25,2.25,2.35,154026,349642.2,29-Jan-20,184,INE524L01026,0.20000005
KRISHANA,BE,53.1,53.1,53.1,53.1,53.1,53.9,50,2655,29-Jan-20,1,INE506W01012,0.0
KRITIKA,SM,34.25,34.25,34.25,34.25,34.25,34.2,32000,1096000,29-Jan-20,2,INE00Z501011,0.0
KSB,EQ,727.35,749.8,723.95,730.65,735,738.65,6709,4940823.9,29-Jan-20,2209,INE999A01015,25.849976
KSCL,EQ,479.8,488.75,473,475.5,473,475.95,90073,43349006.5,29-Jan-20,6918,INE455I01029,15.75
KSERASERA,BE,0.1,0.15,0.1,0.15,0.15,0.1,729945,81912.8,29-Jan-20,134,INE216D01026,0.050000004
KSHITIJPOL,SM,28,28,28,28,28,33.75,4000,112000,29-Jan-20,1,INE013801019,0.0
KSK,BE,0.5,0.55,0.5,0.5,0.55,0.55,408889,206403.15,29-Jan-20,105,INE143H01015,0.050000012
KSL,EQ,247,249.4,228.2,231.3,229.25,243.85,243759,57700413.4,29-Jan-20,7599,INE907A01026,21.199997
KTKBANK,EQ,76.05,76.45,75.3,75.8,75.9,75.6,337294,25587889.25,29-Jan-20,2590,INE614B01018,1.1499939
KUANTUM,EQ,518,520,507,510.95,508,508.8,9208,4717115.6,29-Jan-20,540,INE529I01013,13.0
KWALITY,BE,2.2,2.2,2,2.1,2.1,2.1,235840,493413.6,29-Jan-20,396,INE775B01025,0.20000005
L&TFH,EQ,119.35,120.5,119,119.85,119.9,119.35,5075985,608317585.6,29-Jan-20,23758,INE498L01015,1.5
L&TFINANCE,N8,1075.01,1079.9,1075,1079.9,1079.9,1070,739,795603.31,29-Jan-20,29,INE027E07899,4.9000244
L&TFINANCE,NE,1035,1035,1035,1035,1035,1041,78,80730,29-Jan-20,1,INE027E07956,0.0
L&TFINANCE,NI,1070,1070,1064.99,1064.99,1064.99,1073.99,200,213499,29-Jan-20,12,INE027E07998,5.01001
L&TFINANCE,NK,1067,1067,1067,1067,1067,1065.01,37,39479,29-Jan-20,1,INE027E07AB2,0.0
L&TFINANCE,NY,1002,1005,1002,1005,1005,1008.99,59,59265,29-Jan-20,4,INE027E07AS6,3.0
L&TFINANCE,Y5,1010,1011,1010,1011,1011,1029,150,151550,29-Jan-20,4,INE027E07AY4,1.0
L&TFINANCE,Y7,1025,1025,1025,1025,1025,1029.99,40,41000,29-Jan-20,1,INE027E07BA2,0.0
L&TFINANCE,Y9,1016,1017.45,1015,1017.1,1017.45,1014.95,480,488169.75,29-Jan-20,7,INE027E07BC8,2.4500122
L&TINFRA,N1,985.11,1027,985.1,985.15,985.15,981.03,38,37769.35,29-Jan-20,4,INE691I07166,41.900024
L&TINFRA,N2,1934,1945,1934,1945,1945,1930,15,29065,29-Jan-20,2,INE691I07174,11.0
L&TINFRA,N3,983.13,983.13,983.1,983.1,983.1,983.03,45,44240,29-Jan-20,4,INE691I07182,0.030029297
L&TINFRA,N4,1890.1,1891,1889.9,1889.96,1890,1890.06,459,867536.8,29-Jan-20,23,INE691I07190,1.0999756
L&TINFRA,N6,1976.5,1990,1970.5,1980,1980,1975,171,338237.25,29-Jan-20,19,INE691I07232,19.5
LAKPRE,BZ,2.2,2.2,2.2,2.2,2.2,2.3,88,193.6,29-Jan-20,2,INE651C01018,0.0
LAKSHVILAS,EQ,15.85,15.9,15.45,15.5,15.5,15.65,379847,5935834.25,29-Jan-20,799,INE694C01018,0.4499998
LALPATHLAB,EQ,1772.25,1785.8,1757,1771.25,1777.95,1766.65,71230,126237733.8,29-Jan-20,8304,INE600L01024,28.800049
LAMBODHARA,EQ,37.65,37.75,36.05,36.4,36.5,36.7,10051,368541.55,29-Jan-20,207,INE112F01022,1.7000008
LAOPALA,EQ,194,194,186.15,187.25,186.2,187.2,253180,48101538.45,29-Jan-20,3558,INE059D01020,7.850006
LASA,BE,31.95,31.95,31.95,31.95,31.95,30.45,12193,389566.35,29-Jan-20,28,INE670X01014,0.0
LAURUSLABS,EQ,430,440,425.3,438.15,439,425.8,156311,68011701.9,29-Jan-20,4713,INE947Q01010,14.700012
LAXMIMACH,EQ,3370,3428.55,3333.1,3344.65,3347,3358.95,6313,21248719.55,29-Jan-20,1394,INE269B01029,95.44995
LEMONTREE,EQ,53.5,55.35,53.5,55.1,55.25,53.5,496433,27200443.55,29-Jan-20,3507,INE970X01018,1.8499985
LFIC,EQ,50.05,54.85,50.05,51.55,51.55,51,7216,381446.8,29-Jan-20,53,INE850E01012,4.799999
LGBBROSLTD,EQ,320,328,318.05,319.8,320.4,319.55,9733,3129212.5,29-Jan-20,781,INE337A01034,9.950012
LGBFORGE,BE,3.35,3.45,3.25,3.35,3.3,3.4,7334,24235,29-Jan-20,35,INE201J01017,0.20000005
LIBAS,BE,49,49,46.9,46.9,46.9,49.35,708,33259.5,29-Jan-20,8,INE908V01012,2.0999985
LIBERTSHOE,EQ,150,152.4,148.5,148.85,148.55,148.8,192042,28852578.75,29-Jan-20,2744,INE557B01019,3.899994
LICHSGFIN,EQ,459.15,465,456,458.85,458.2,457.7,2990594,1378575602,29-Jan-20,46042,INE115A01026,9.0
LICNETFGSC,EQ,20.5,20.5,19.63,19.65,19.63,19.75,4939,97703.07,29-Jan-20,38,INF767K01MV5,0.87000084
LICNETFN50,EQ,123.8,126,123,124.35,124.2,123.81,669,83160.09,29-Jan-20,107,INF767K01OS7,3.0
LICNETFSEN,EQ,492,509.9,490,509.45,509.9,492.1,22,10848.9,29-Jan-20,6,INF767K01OT5,19.899994
LICNFNHGP,EQ,127,127,125.1,125.1,125.1,127,762,95673.79,29-Jan-20,13,INF767K01PC8,1.9000015
LINCOLN,EQ,209.65,212,206.5,208.55,206.5,208.6,83941,17625682,29-Jan-20,1437,INE405C01035,5.5
LINCPEN,EQ,226.15,240,226.1,239.35,238.5,231.65,8109,1930677.05,29-Jan-20,265,INE802B01019,13.899994
LINDEINDIA,EQ,739,792,736.65,764.75,770,731.5,305492,234774350.3,29-Jan-20,10296,INE473A01011,55.349976
LIQUIDBEES,EQ,999.25,1000.01,999.25,1000,1000,999.99,524223,524222499.2,29-Jan-20,2330,INF732E01037,0.76000977
LIQUIDETF,EQ,1000.01,1000.01,999.99,1000,1000,1000,9521,9520998.59,29-Jan-20,116,INF740KA1EU7,0.020019531
LOKESHMACH,EQ,34.45,34.45,33.25,33.5,33.5,34,2496,83446.4,29-Jan-20,58,INE397H01017,1.2000008
LOTUSEYE,EQ,29.45,29.45,26.55,27,27,27.85,4522,122853.45,29-Jan-20,82,INE947I01017,2.9000015
LOVABLE,EQ,76.85,78.45,75.15,76.35,76.35,76.25,16877,1300938.45,29-Jan-20,628,INE597L01014,3.2999954
LPDC,EQ,1.4,1.5,1.4,1.45,1.45,1.45,1460,2048,29-Jan-20,14,INE197J01017,0.100000024
LSIL,EQ,0.5,0.55,0.45,0.5,0.55,0.5,626742,315651.6,29-Jan-20,370,INE093R01011,0.100000024
LT,EQ,1353.1,1374.95,1352.1,1365.7,1365.05,1346.65,3678474,5026143216,29-Jan-20,108090,INE018A01030,22.849976
LTI,EQ,1955,1965,1942.3,1958.4,1951,1948.1,57942,113056855.8,29-Jan-20,6914,INE214T01019,22.699951
LTTS,EQ,1718.85,1749,1705.3,1728.85,1725,1693.3,73418,126964676.4,29-Jan-20,7159,INE010V01017,43.69995
LUMAXIND,EQ,1479.95,1525,1450,1512.5,1519,1455.15,7186,10727000.35,29-Jan-20,566,INE162B01018,75.0
LUMAXTECH,EQ,111.8,113.85,110.8,113.4,113.8,110.8,15411,1740455.95,29-Jan-20,253,INE872H01027,3.0499954
LUPIN,EQ,750,752.75,743.55,744.85,744.3,747.4,867074,648340484.4,29-Jan-20,29470,INE326A01037,9.200012
LUXIND,EQ,1456,1509,1445,1450.75,1455,1455.55,51132,75433760.6,29-Jan-20,2573,INE150G01020,64.0
LYKALABS,EQ,21.55,21.8,21.1,21.35,21.3,21.2,7693,163721.25,29-Jan-20,74,INE933A01014,0.69999886
LYPSAGEMS,EQ,6,6.2,5.6,5.8,5.7,6.2,94759,549575,29-Jan-20,272,INE142K01011,0.5999999
M&M,EQ,577.5,580.7,572.15,577.75,576.7,572.5,1934080,1114997169,29-Jan-20,44201,INE101A01026,8.549988
M&MFIN,EQ,359.9,379.5,358.4,368.2,367.35,351.15,12899516,4763176883,29-Jan-20,127509,INE774D01024,21.100006
M&MFIN,N2,1067.9,1069,1065,1069,1069,1067.8,145,154590,29-Jan-20,6,INE774D08MA6,4.0
M&MFIN,N3,1355,1355,1355,1355,1355,1350,200,271000,29-Jan-20,2,INE774D08MG3,0.0
M100,EQ,19.39,19.49,19.22,19.25,19.25,19.25,137479,2651733.9,29-Jan-20,153,INF247L01023,0.27000046
M17RD,MF,5.3,5.3,5.3,5.3,5.3,5.07,200,1060,29-Jan-20,1,INF903JA1BG8,0.0
M50,EQ,119.1,119.46,118.19,119.06,119.05,117.9,100,11914.78,29-Jan-20,14,INF247L01536,1.2699966
MAANALU,EQ,68.5,70.9,66.5,66.75,66.55,67.05,3663,248960.9,29-Jan-20,162,INE215I01019,4.4000015
MACPOWER,SM,60,60,60,60,60,60,1000,60000,29-Jan-20,1,INE155Z01011,0.0
MADHAV,EQ,32.55,35,31.4,34.65,32.8,33,1995,66941.4,29-Jan-20,48,INE925C01016,3.6000004
MADHUCON,EQ,3.5,3.65,3.35,3.45,3.45,3.5,31119,107292.95,29-Jan-20,122,INE378D01032,0.3000002
MADRASFERT,EQ,21.85,22.2,21.55,21.65,21.7,21.7,94184,2053415.5,29-Jan-20,561,INE414A01015,0.6500015
MAGADSUGAR,EQ,131.6,134.5,125.7,130.1,130,125.2,28667,3755808.75,29-Jan-20,1003,INE347W01011,8.800003
MAGMA,EQ,60.2,62.6,60.1,61.15,61.05,60.1,78886,4839735.25,29-Jan-20,584,INE511C01022,2.5
MAGNUM,EQ,3.55,3.55,3.4,3.4,3.4,3.55,5003,17610.65,29-Jan-20,10,INE387I01016,0.14999986
MAHABANK,EQ,13.05,13.1,12.85,12.9,12.9,13,345391,4480458.75,29-Jan-20,754,INE457A01014,0.25
MAHAPEXLTD,BE,99.75,99.75,91.15,94.95,92.15,95,725,68131.3,29-Jan-20,10,INE843B01013,8.599998
MAHASTEEL,EQ,95,99.9,92.1,97.15,99.9,95.15,10349,987299.15,29-Jan-20,147,INE451L01014,7.800003
MAHESHWARI,EQ,293,302,270.2,297.65,287,283.3,32921,9675377.5,29-Jan-20,573,INE263W01010,31.799988
MAHICKRA,SM,89.2,89.2,89.2,89.2,89.2,90.5,3000,267600,29-Jan-20,1,INE961Y01015,0.0
MAHINDCIE,EQ,174.45,179.45,173.2,178.05,177.9,174.8,273628,48640458.7,29-Jan-20,6510,INE536H01010,6.25
MAHLIFE,EQ,402.95,408.75,400,405.95,405,398.25,53164,21464558.9,29-Jan-20,1457,INE813A01018,8.75
MAHLOG,EQ,425,425,414.6,419.8,419.5,418.85,21492,9013884.95,29-Jan-20,1307,INE766P01016,10.399994
MAHSCOOTER,EQ,4308.6,4450,4280,4417.9,4390,4261.75,6239,27325661.3,29-Jan-20,1075,INE288A01013,170.0
MAHSEAMLES,EQ,393,398.95,392.5,395.05,396.5,394.95,14855,5870460.25,29-Jan-20,710,INE271B01025,6.450012
MAITHANALL,EQ,552.8,573.45,550,568.85,567,542.8,42348,23894118.7,29-Jan-20,2606,INE683C01011,23.450012
MAJESCO,EQ,414.25,414.25,404.05,406.15,404.05,410.45,145568,59708413.75,29-Jan-20,1681,INE898S01029,10.200012
MALUPAPER,EQ,36.5,36.5,34.15,35.15,35.5,35.6,35607,1256216.75,29-Jan-20,436,INE383H01017,2.3499985
MAN50ETF,EQ,122.95,123.3,122.65,122.8,122.75,122.83,27812,3417423.4,29-Jan-20,196,INF769K01EG9,0.6500015
MANAKALUCO,EQ,4.8,4.8,4.5,4.55,4.6,4.5,636,2919,29-Jan-20,20,INE859Q01017,0.3000002
MANAKCOAT,EQ,4.2,4.3,4.1,4.1,4.1,4.25,6508,26796.9,29-Jan-20,22,INE830Q01018,0.20000029
MANAKSIA,EQ,35.4,35.6,34.25,34.55,34.55,35.4,5638,195061.35,29-Jan-20,388,INE015D01022,1.3499985
MANAKSTEEL,EQ,11.65,12.3,11.65,11.85,12,11.95,12583,149705.05,29-Jan-20,95,INE824Q01011,0.6500006
MANALIPETC,EQ,21.6,22,21.35,21.65,21.7,21.25,170357,3699181.65,29-Jan-20,736,INE201A01024,0.6499996
MANAPPURAM,EQ,194.2,194.8,185.7,186.95,187.8,188.5,9137011,1725906201,29-Jan-20,48001,INE522D01027,9.100006
MANGALAM,EQ,33.9,35.4,33.5,34.2,34.8,33.8,25750,896662.8,29-Jan-20,285,INE584F01014,1.9000015
MANGCHEFER,EQ,34.75,34.95,33.9,34.1,34.45,34.55,105205,3621338,29-Jan-20,701,INE558B01017,1.0499992
MANGLMCEM,EQ,302.95,304.5,294.95,295.8,295.75,298.2,16019,4768050.05,29-Jan-20,435,INE347A01017,9.549988
MANGTIMBER,BE,10.25,10.5,10,10,10,10,8242,83337.5,29-Jan-20,18,INE805B01012,0.5
MANINDS,EQ,52.55,53.45,52.5,52.8,53,52.75,26495,1404790.7,29-Jan-20,241,INE993A01026,0.95000076
MANINFRA,EQ,30.5,31,30.1,30.4,30.1,30.3,57134,1750170.5,29-Jan-20,360,INE949H01023,0.8999996
MANUGRAPH,EQ,15,15.35,14.6,14.65,14.9,15.35,9666,142564.9,29-Jan-20,222,INE867A01022,0.75
MARALOVER,EQ,16.05,16.1,15.75,15.9,15.75,16.45,6431,102847.75,29-Jan-20,56,INE882A01013,0.35000038
MARATHON,EQ,98,104.6,97.65,101.85,102,98.1,87520,8910380.45,29-Jan-20,1697,INE182D01020,6.949997
MARICO,EQ,336.15,347.35,336.05,344.75,345.75,335.1,2105271,724456827,29-Jan-20,43592,INE196A01026,11.300018
MARINE,SM,100,100.6,99.8,100,100,99,10000,1000600,29-Jan-20,5,INE01JE01010,0.7999954
MARKSANS,EQ,20.1,20.35,18.95,19.15,19.05,19.95,1765763,34321017.9,29-Jan-20,6395,INE750C01026,1.3999996
MARSHALL,SM,15.5,15.5,15.5,15.5,15.5,15,3000,46500,29-Jan-20,1,INE00SZ01018,0.0
MARUTI,EQ,7010,7116.25,6975,7010.3,7022,6997.05,1001252,7052201124,29-Jan-20,116694,INE585B01010,141.25
MASFIN,EQ,914,932,911.55,922.85,923,919.1,9907,9139876.3,29-Jan-20,1826,INE348L01012,20.450012
MASTEK,EQ,417.15,448.4,417.15,441.3,440,419.85,191351,83904275.3,29-Jan-20,7834,INE759A01021,31.25
MATRIMONY,EQ,479.85,479.85,468,470.9,468.1,471.55,2267,1074730.4,29-Jan-20,213,INE866R01028,11.850006
MAWANASUG,EQ,39.9,42.5,39.9,41.55,41.75,39.1,234231,9703348,29-Jan-20,1794,INE636A01039,2.5999985
MAXINDIA,EQ,89.9,90.45,87.6,88.25,88.4,89.05,97893,8738217,29-Jan-20,1222,INE153U01017,2.8499985
MAXVIL,EQ,54,54.6,52.8,52.95,52.85,53.6,29739,1596117.6,29-Jan-20,400,INE154U01015,1.7999992
MAYURUNIQ,EQ,239.7,245,239.7,241.95,242,239.65,29427,7145992.5,29-Jan-20,736,INE040D01038,5.300003
MAZDA,EQ,463.5,468,453,453.5,453,457.7,9000,4134523.3,29-Jan-20,447,INE885E01034,15.0
MBECL,BE,4.4,4.6,4.35,4.45,4.4,4.5,71400,317616.9,29-Jan-20,43,INE748A01016,0.25
MBLINFRA,EQ,4.15,4.3,4.05,4.3,4.3,4.2,17098,71885.55,29-Jan-20,573,INE912H01013,0.25
MCDHOLDING,EQ,29.45,31.7,29.25,30.85,31.1,28.85,330966,10317207.6,29-Jan-20,2129,INE836H01014,2.4500008
MCDOWELL-N,EQ,652,657.4,629.4,634.8,633.3,655.9,10611958,6795380496,29-Jan-20,136831,INE854D01024,28.0
MCL,SM,115.5,115.5,110.1,111.85,111.65,114.35,67200,7606740,29-Jan-20,34,INE813V01022,5.4000015
MCLEODRUSS,EQ,4.75,4.8,4.7,4.8,4.8,4.7,84520,401989.85,29-Jan-20,187,INE942G01012,0.10000038
MCX,EQ,1389.15,1398.15,1370,1379,1380,1376.75,157626,217986349.4,29-Jan-20,7278,INE745G01035,28.150024
MEGASOFT,EQ,7.4,7.7,7.4,7.65,7.65,7.4,11703,88588.6,29-Jan-20,52,INE933B01012,0.2999997
MEGH,EQ,63.4,65.85,57.6,59.95,58.2,63.1,2447420,151986624.1,29-Jan-20,10833,INE974H01013,8.25
MELSTAR,BE,3.9,3.9,3.9,3.9,3.9,3.75,1051,4098.9,29-Jan-20,6,INE817A01019,0.0
MENONBE,EQ,58.05,59.9,58.05,58.65,58.7,58.55,3743,220500.7,29-Jan-20,112,INE071D01033,1.8500023
MEP,EQ,39,39,38,38.5,38.35,38,33796,1301681.7,29-Jan-20,436,INE776I01010,1.0
MERCATOR,EQ,0.85,0.85,0.8,0.85,0.85,0.8,1953914,1654769.75,29-Jan-20,529,INE934B01028,0.050000012
METALFORGE,EQ,5.75,5.75,5.75,5.75,5.75,5.5,3096,17802,29-Jan-20,79,INE425A01011,0.0
METKORE,BZ,0.25,0.3,0.25,0.25,0.25,0.25,15628,4015.05,29-Jan-20,11,INE592I01029,0.050000012
METROPOLIS,EQ,1665,1710,1662.25,1680.85,1674.9,1660.6,28297,47653196.6,29-Jan-20,3221,INE112L01020,47.75
MFSL,EQ,513,517.55,508.05,512.75,513.85,511.95,637947,327110188.9,29-Jan-20,10855,INE180A01020,9.5
MGEL,SM,52.9,52.9,52.9,52.9,52.9,52.85,6000,317400,29-Jan-20,3,INE0APB01016,0.0
MGL,EQ,1237,1245,1220,1226.45,1220,1228.8,1126829,1389265414,29-Jan-20,38909,INE002S01010,25.0
MHHL,SM,21.25,21.25,21.25,21.25,21.25,22.35,3000,63750,29-Jan-20,1,INE450S01011,0.0
MHRIL,EQ,237.45,238.95,235,235.15,235,236.2,15461,3640321.1,29-Jan-20,521,INE998I01010,3.949997
MIC,BE,0.6,0.6,0.55,0.55,0.55,0.6,24729,13969.8,29-Jan-20,27,INE287C01029,0.050000012
MIDHANI,EQ,166.1,172,166.1,167.6,167.55,165.65,364602,61702445.7,29-Jan-20,4810,INE099Z01011,5.899994
MILTON,SM,10,10,10,10,10,10.25,4400,44000,29-Jan-20,1,INE376Y01016,0.0
MINDACORP,EQ,105.35,107,103.1,104.15,104.85,104.15,148350,15522474.65,29-Jan-20,1771,INE842C01021,3.9000015
MINDAIND,EQ,420,420,402.9,405.8,406.1,415.65,99371,40550795.25,29-Jan-20,4088,INE405E01023,17.100006
MINDPOOL,SM,15,15,15,15,15,15,16000,240000,29-Jan-20,1,INE00RQ01019,0.0
MINDTECK,EQ,28.85,29.05,27.95,28.05,28.45,27.65,16020,455937.9,29-Jan-20,427,INE110B01017,1.0999985
MINDTREE,EQ,880.45,888.8,879,886.55,886.6,876,256337,226960563.3,29-Jan-20,5326,INE018I01017,9.799988
MIRCELECTR,EQ,9.45,10.05,9.45,10.05,10.05,9.6,227556,2254750.6,29-Jan-20,437,INE831A01028,0.6000004
MIRZAINT,EQ,60,60.45,58.5,59.65,59.75,59.7,211583,12640740.2,29-Jan-20,1894,INE771A01026,1.9500008
MMFL,EQ,429,439,427.85,433.2,434.75,428.65,4054,1757652.1,29-Jan-20,422,INE227C01017,11.149994
MMP,EQ,110,117,107,107.55,107.2,109.15,4799,523661.7,29-Jan-20,43,INE511Y01018,10.0
MMTC,EQ,21.3,21.7,21.1,21.35,21.35,21.05,736206,15784075.95,29-Jan-20,1970,INE123F01029,0.6000004
MODIRUBBER,BE,28.35,29.4,28.35,29.4,29.4,28,47,1341.9,29-Jan-20,2,INE832A01018,1.0499992
MOHITIND,EQ,3.55,3.55,3.5,3.55,3.55,3.6,13755,48823.8,29-Jan-20,11,INE954E01012,0.049999952
MOHOTAIND,EQ,11.7,11.7,10.95,10.95,10.95,11.5,13798,153522.3,29-Jan-20,87,INE313D01013,0.75
MOIL,EQ,149,157.4,148.55,155.55,155.3,148.8,357223,55252950.05,29-Jan-20,4640,INE490G01020,8.849991
MOLDTECH,EQ,49.4,50.95,49.35,49.55,49.9,49.4,4748,237355.55,29-Jan-20,72,INE835B01035,1.6000023
MOLDTKPAC,EQ,279.5,279.5,275.55,276.25,276.2,274.95,17732,4916787.55,29-Jan-20,893,INE893J01029,3.9500122
MONTECARLO,EQ,283.5,289,282.45,284.45,288.5,283.45,5766,1641288.85,29-Jan-20,285,INE950M01013,6.549988
MORARJEE,EQ,15.7,16.7,15.65,16.45,16.4,15.75,8921,143818,29-Jan-20,80,INE161G01027,1.0500011
MOREPENLAB,EQ,15.15,15.65,15,15.15,15,15.05,460882,7064453.15,29-Jan-20,1221,INE083A01026,0.6499996
MOTHERSUMI,EQ,139.8,142.65,139.7,141.6,141.05,139,3971225,562126219.2,29-Jan-20,35087,INE775A01035,2.949997
MOTILALOFS,EQ,820,834.8,805.55,810.9,808.8,815.45,110464,90366290.7,29-Jan-20,9850,INE338I01027,29.25
MOTOGENFIN,EQ,34,34,32.5,32.9,32.5,33.65,617,20207.65,29-Jan-20,16,INE861B01015,1.5
MPHASIS,EQ,933,949.7,930.3,936.6,932.95,925.5,140355,131778678.6,29-Jan-20,7413,INE356A01018,19.400024
MPSLTD,EQ,477.25,490.15,476.35,482,485.35,483.5,3223,1551479.65,29-Jan-20,345,INE943D01017,13.799988
MRF,EQ,70090,70600,70000,70372.55,70469,69864.7,4712,331202411.8,29-Jan-20,3119,INE883A01011,600.0
MRPL,EQ,46.65,46.75,46,46.4,46.4,46.25,290964,13480785.55,29-Jan-20,1785,INE103A01014,0.75
MSPL,EQ,6.2,6.4,5.9,6.3,6.4,6.2,6567,39948.25,29-Jan-20,250,INE752G01015,0.5
MSTCLTD,EQ,131.95,135.4,124.6,126.3,127.25,130.5,372468,47868391.15,29-Jan-20,3165,INE255X01014,10.799995
MTEDUCARE,EQ,15.65,16.4,15.45,16.4,16.4,14.95,175223,2854106.1,29-Jan-20,603,INE472M01018,0.9499998
MTNL,EQ,11.3,11.45,11,11.2,11.25,11.2,704730,7939255.05,29-Jan-20,1059,INE153A01019,0.4499998
MUKANDENGG,EQ,12.35,12.9,12.35,12.55,12.55,12.65,201,2565.35,29-Jan-20,5,INE022B01014,0.54999924
MUKANDLTD,EQ,30.5,31.4,30.5,30.7,30.9,30,9406,288559.65,29-Jan-20,45,INE304A01026,0.8999996
MUKANDLTD,P1,5.3,5.65,5.3,5.65,5.65,5.7,36,191.15,29-Jan-20,2,INE304A04012,0.3499999
MUKTAARTS,EQ,39,39.8,39,39.5,39.3,38.95,7955,314510.45,29-Jan-20,169,INE374B01019,0.79999924
MUNJALAU,EQ,49.3,49.8,48.05,48.1,48.15,49.3,199069,9645051.45,29-Jan-20,1675,INE672B01032,1.75
MUNJALSHOW,EQ,134.3,134.85,127.5,128.85,129,137.8,47579,6215333.5,29-Jan-20,1656,INE577A01027,7.350006
MURUDCERA,EQ,20.5,20.8,19.65,19.85,19.65,20.3,48844,980439.05,29-Jan-20,283,INE692B01014,1.1499996
MUTHOOTCAP,EQ,581.6,594,581.6,585.25,585.1,585.75,6254,3671596.45,29-Jan-20,367,INE296G01013,12.400024
MUTHOOTFIN,EQ,762,769.45,757.7,761.3,759.9,757.45,510568,389592819.9,29-Jan-20,18024,INE414G01012,11.75
N100,EQ,644.5,647.99,640.1,644.67,643,637.36,14027,9032508.09,29-Jan-20,281,INF247L01031,7.8900146
